,index,Premise 1,Conclusion,Premise 1_f1
2008,4014,Aggression can lead to physical or emotional harm to others that may range from verbal abuse to physical abuse.,"In the vast majority of settings, violent video games do increase physical or emotional harm to others that may range from verbal abuse to physical abuse.",0.9878537654876708
2009,4016,"If not silenced, cell phones can disturb your attention.","If not silenced, cell phones can interrupts the flow of learning.",0.9655433893203736
2010,4018,High levels of satisfaction can help boost productivity,A happy work environment can help boost productivity,0.9356279969215392
2011,4019,Helgen took the life of hundreds.,The dragon took the life of hundreds.,0.9619718194007874
2012,4023,Women become extremely intoxicated by drinking a smaller amount of alcohol.,"Not being able to metabolize part of the alcohol before it reaches the bloodstream, will result in being intoxicated by drinking a smaller amount of alcohol.",0.969124674797058
2013,4027,Floods can damage archeological sites,Wildfires greatly damage archeological sites ,0.8974142074584961
2014,4028,Studying abroad opens the door to multinational job opportunities,studying abroad opens the door to multinational job opportunities,0.9271418452262878
2015,4029,Most jurisdictions mandate that stations must install elevators,"Most jurisdictions mandate that stations must install elevators which taking number of people from street level to the unpaid ticketing area, and then from the paid area to the platform",0.9065880179405212
2016,4030,Spread bacteria on hands can produce some illnesses.,Washing chicken can produce some illnesses.,0.9505476355552672
2017,4031,Polyphenols offer protection against environmental damage.,All grape varieties contain compounds that offer protection against environmental damage.,0.9799105525016784
2018,4032,every increase in weekly working hours is associated with stress and anxiety.,every increase in weekly working hours is associated with increase in failing to eat the right amount of nutritious food,0.959847629070282
2019,4033,An eye can easily evaluate their surrounding environment.,Some microorganisms can easily evaluate their surrounding environment.,0.9522691369056702
2020,4037,Close communication can prevent depression in elderly,Physical activity can prevent depression in elderly,0.9305387139320374
2021,4039,"Creatine is particularly popular among weightlifters, bodybuilders, and other power athletes.","A chemical compound naturally produced in your body is particularly popular among weightlifters, bodybuilders, and other power athletes.",1.0
2022,4043,Expanding your files might slow down your system,Virus attacks might slow down your system,0.9222195148468018
2023,4045,Secondhand smoke can bring in more dangerous chemicals that are highly harmful to the human body.,Children are particularly vulnerable to the effects of secondhand smoke because they can bring in more dangerous chemicals that are highly harmful to the human body.,0.9534172415733336
2024,4046,Strategically lightened houses allow for ample sunlight,Strategically lightened houses help you be more productive than an artificially lit work environment,0.9602519869804382
2025,4048,Walnut oil can help people who havemuscle pains to work better.,walnut oil can help people who havemuscle pains to work better.,0.8492713570594788
2026,4051,Your skin remain fresh!,So being together makes your skin remain fresh!,0.93071711063385
2027,4053,Lightning is mostly used in residential lightning protections,Copper successfully facilitates the transmission of lightning energy to the ground and is mostly used in residential lightning protections,0.9182730913162231
2028,4054,Women suffered from feeling of lack of worth.,The book said women suffered from feeling of lack of worth.,0.9153663516044616
2029,4057,Self-esteem gives them a reason to quit their bad habits,Letting children know that their good behavior was noticed and appreciated gives them a reason to quit their bad habits,0.9648658037185668
2030,4058,cacti are plant-eating animals,cacti perform photosynthesis,0.8929554224014282
2031,4060,Having healthy teeth is an important factor in maintaining a beautiful smile,Consuming water instead of sugar-sweetened beverages is an important factor in maintaining a beautiful smile,1.0
2032,4061,company's developed apps are the necessary lifeblood for a business,company's developed apps has the necessary lifeblood,0.8837555646896362
2033,4062,Low energy reduces the efficiency of performing tasks.,Extreme fatigue reduces the efficiency of performing tasks.,0.96214097738266
2034,4063,Team work is very important for learning new skills,Team work is very vital on complex jobs,0.906322181224823
2035,4064,deep soils are rich in important nutrients needed for plant growth,most plants will flourish in rich deep soils,0.9918674230575562
2036,4066,Raw fish can harm the fetus,Pregnant women should prevent eating raw fish,0.9589198231697084
2037,4067,Playing video games could be at the risk of mental diseases,Karma could be at the risk of mental diseases,0.927828311920166
2038,4071,In agriculture bats are useful and essential.,In agriculture bats are useful and essential.,0.8990564346313477
2039,4072,Bob Ross filmed ‘The Joy of Painting’ for free.,Bob Ross filmed ‘The Joy of Painting’ episode for free to spread his love of painting.,0.9571768641471864
2040,4074,Clear accountability requires clear accountability,The success of a business plan requires clear accountability,0.9114360213279724
2041,4076,Having more insight gives you a better understanding of something.,Imagining and exploring different sides of an argument gives you a better understanding of something.,0.9780608415603638
2042,4079,mandating the use of seat belts in cars can contribute to the well-being of a population. ,mandating the use of seat belts in cars can  contribute to save countless lives.,0.969741940498352
