,index,Premise 1,Conclusion,Premise 1_f1
2344,4640,Jack suffers from Alzheimer’s disease,Jack suffers serious damage condition,0.8377394676208496
2345,4641,sea transportation has become dangerous since the rise of temperatures,sea transportation has become dangerous since the rise of temperatures,0.8926874399185181
2346,4643,internet addicts may have difficulty developing new relationships,internet addicts may have trouble developing new relationships,0.8928535580635071
2347,4644,taking a break from the city allows you to save yourself dome hours of travel,flights allow you to save yourself dome hours of travel,0.9253187775611876
2348,4645,seitan must be obtained through your diet.,seitan must be obtained through your diet.,0.910828411579132
2349,4646,sparks are produced,sparks are produced interference with telecommunications equipment happens during a sandstorm,0.8371337056159973
2350,4647,"in many pre-industrial cultures, girls were not valued by their families","in many pre-industrial cultures, girls will be pushed into labouring such as providing domestic services",0.9565146565437316
2351,4649,the tendency for getting good grades make children shy.,the tendency for getting good grades make children can't socialize well.,0.9375370740890504
2352,4653,The DNA test failed to provide sufficient evidence.,The DNA test charged the man 20 years of prison sentence.,0.8750296831130981
2353,4654,Picturing from puffins needs professional equipments.,Picturing from puffins needs professional equipments.,0.8652318120002747
2354,4656,Children of smoking parents tend to become smokers,Children of smoking parents tend to become smokers,0.8998711109161377
2355,4658,"People who performed many services, including cutting hair, pulling teeth and treating medical conditions","From the fifth to the fifteenth centuries, Europeans with tooth problems went to people who performed many services, including cutting hair, pulling teeth and treating medical conditions",0.9511321187019348
2356,4660,The parliamentary democracy is simply referred to as parliamentary democracy because of its often centralised nature,Within Marxist orthodoxy there is a hostility to what is simply referred to as parliamentary democracy because of its often centralised nature,0.9749680757522584
2357,4661,Fishing cat has the hairs that waterproofs the body.,Fishing cat has the hairs that waterproofs the body.,0.9207690358161926
2358,4663,we are maybe getting a dog,we are maybe getting a dog,0.8764668703079224
2359,4665,Higher education is because of more tools and cutting-edge technology.,People believe higher tuition fee is because of more tools and cutting-edge technology.,0.9511528611183168
2360,4668,Digitalisation was an obstacle in digitalisation transformation of Europe’s economy,uneven challenges and opportunities for business development was an obstacle in digitalisation transformation of Europe’s economy,0.902338445186615
2361,4671,Antioxidants lessens the chances of getting sick,exercising on a daily basis lessens the chances of getting sick,0.9411454796791076
2362,4672,if you are developing a healthy relationship with your parents then you are intelligent,if you are developing a healthy relationship with your parents then you are intelligent,0.9067218899726868
2363,4674,olive oil is a great source of morphine.,olive oil may combat Alzheimer's disease.,0.8777183294296265
2364,4675,"If a person takes an HIV test during the time between exposure to HIV and when it becomes detectable in the blood, they’ll receive a negative result.","If a person takes an HIV test during the time between exposure to HIV and when it becomes detectable in the blood, it’s likely they’ll receive a negative result.",0.9274463653564452
2365,4677,Green Glue is a great source of sound.,Green Glue isolates the noise traveling from one room to the other.,0.9255564212799072
2366,4678,Custom data collection set certain limitation on customer policies.,Amazon set certain limitation on customer policies.,0.8840450048446655
2367,4679,Food supply in Great Britain was adversely hit by the imposition of Corn Laws,Food supply in Great Britain was adversely hit by the imposed tariffs on imported grain,0.9864418506622314
2368,4680,"Increased pressure can loosen muscles, encourage blood flow, and sedate the nervous system.","Cupping can loosen muscles, encourage blood flow, and sedate the nervous system",0.9707963466644288
2369,4683,the edge of deserts and continental dry areas are regions with less vegetation,"the edge of deserts and continental dry areas are regions with much more rainfall, vegetation and higher humidity",0.9172785878181458
2370,4688,Cement particles fill capillary pores and micro-cracks in the concrete to block pathways for water and waterborne contaminates,The reaction takes place when exposed to water and un-hydrated cement particles fill capillary pores and micro-cracks in the concrete to block pathways for water and waterborne contaminates,0.935417413711548
2371,4689,Newton introduced the concept of universal gravitational waves.,Newton justified tidal motions.,0.9586016535758972
2372,4690,The world's most important waterway is Hormoz.,The world's most important waterway is Hormoz.,0.9127397537231444
2373,4691,a submergent coastline might emerge due to sea level rise,"a submergent coastline might emerge due to a global sea level change, local subsidence, or isostatic rebound",0.9147319197654724
2374,4692,Low levels of sodium help prevents muscle cramps.,Sodium rich juices and fluids help prevents muscle cramps.,0.94737309217453
2375,4693,eating shellfish would probably cause a wide range of different symptoms.,huge amount of shellfish would probably cause a wide range of different symptoms.,0.9072697162628174
2376,4694,Ocean heat waves have become increasingly common in recent decades.,The periods of extreme temperatures that last five days or more have become increasingly common in recent decades.,1.000000238418579
