,Unnamed: 0.1,Unnamed: 0,Premise 1,Premise 2,Conclusion,Premise 1_f1,Premise 2_f1,index
1910,1889,393,Light is the signal that determines when to flower.,The color of the flower determines flower when to bloom.,Light is the signal determines flower when to bloom.,0.9160689115524292,0.902842342853546,3806
1911,1890,2307,So Easter has a different date each year.,So Easter has a different date each year.,So Easter has a different date each year.,0.862085223197937,0.9001837372779846,3807
1912,1891,394,U.S. legalization of Marijuana and Cannabis prescription resulted in the decriminalization of narcotic trade.,The legalization of Marijuana and Cannabis prescription ruled out several drug lords from performing illegal business.,U.S. legalization of Marijuana and Cannabis prescription ruled out several drug lords from performing illegal business.,0.9453287720680236,0.9309117197990416,3808
1913,1892,2308,Low unemployment generally aims to minimize the mismatch between demand in the labour market and the skills and locations of the workers seeking employment,Macroeconomic policy generally aims to encourage higher levels of education,Macroeconomic policy generally aims to minimize the mismatch between demand in the labour market and the skills and locations of the workers seeking employment,0.957447588443756,0.9421727061271667,3809
1914,1893,858,Granular soils including sands and gravels are more resistant to erosion.,Less water in the soil is more compressible.,Granular soils including sands and gravels  are more compressible.,0.9685995578765868,0.922592043876648,3811
1915,1894,1839,Foreign visitors are interested in visiting Khorasan Province.,Foreign visitors are interested in visiting Khorasan Province.,Foreign visitors are interested in visiting Khorasan Province.,0.9115548133850098,0.9313030242919922,3812
1916,1895,2309,"When in a meeting, the customer is asked to answer questions","With a mobile app, the customer can quietly place an order","With a mobile app, the customer can quietly place an order when in a meeting",0.9082801342010498,0.9556305408477784,3814
1917,1896,395,globalization contributes to higher education,Job satisfaction is an excellent chance for creating a job in a country,globalization contributes to making an excellent chance for creating a job in a country,0.9100704193115234,0.9177875518798828,3816
1918,1897,1349,"Aerobics, weight bearing, and resistance exercises all promote bone mineral growth.",Obesity can help in prevention of fracture in postmenopausal women,"Aerobics, weight bearing, and resistance exercises all can help in prevention of fracture in postmenopausal women",0.9471946358680724,0.9156515002250672,3817
1919,1898,859,Spread non-native species can harm the natural ecosystem. ,Tourism can act as a vector in  reducing the population. ,Tourism can act as a vector in  harming the natural ecosystem. ,0.9641112685203552,0.936678409576416,3818
1920,1899,2310,a new instrument can detect people's lies.,a new instrument can detect lies.,a new instrument can detect people's lies.,0.8957522511482239,0.9439162015914916,3819
1921,1900,396,When children try to alert Tooth fairy.,Children try to trick Tooth fairy.,Children try to alert Tooth fairy.,0.9054917693138124,0.8984482884407043,3821
1922,1901,860,People who are anxious tend to work productively. ,Defensive pessimism is a strategy used by anxious people to work productively. ,Defensive pessimism is a strategy used by anxious people to work productively. ,0.9547690153121948,0.9633759260177612,3822
1923,1902,1350,Conversion of hydrogen into helium forms the Milky Way.,Heat shines the stars.,Conversion of hydrogen into helium shines the stars.,0.906741976737976,0.9622026085853576,3823
1924,1903,1840,Aramid fibers are used for reinforced armor.,Aramid fibers disallows bullets from penetration.,Aramid fibers disallows bullets from penetration.,0.9390162825584412,0.932633101940155,3824
1925,1904,1841,Unfair treatment can lead to weight loss,Employees who don't show up to work become tardy or absent because of health problems,Unfair treatment can make employees  become tardy or absent because of health problems,0.9378929138183594,0.927099347114563,3825
1926,1905,1351,Helping people makes us feel more productive,Being more productive makes us feel more productive,Helping people makes us feel more productive,0.9756516814231871,0.9086204767227172,3826
1927,1906,2311,It's very important to train your staff to deal with hygiene on a very high level if you run a hotel,If you run a hotel,It's very important to train your staff to deal with hygiene on a very high level if you run a hotel,0.9329178929328918,0.9260981678962708,3828
1928,1907,397,Eating too much salt increases the amount of water in your body.,"Salt puts strain on your kidneys, arteries, heart and brain.","Eating too much salt puts strain on your kidneys, arteries, heart and brain.",0.94268798828125,0.949667513370514,3830
1929,1908,861,High homicide rates have higher homicide rates ,Countries with higher levels of inequality have higher homicide rates ,Countries with higher levels of inequality have higher homicide rates ,0.915196657180786,0.9674223065376282,3831
1930,1909,398,It takes longer to complete a task when your brain is overloaded,It takes longer to complete a task when you're multitasking,It takes longer to complete a task when you're multitasking,0.9578559398651124,0.9006152749061584,3833
1931,1910,399,Determining the population size of forest elephants can lead to conflicts.,Determining the population size of forest elephants cause trouble.,Determining the population size of forest elephants cause trouble.,0.9202120304107666,0.8967975378036499,3835
1932,1911,400,Proponents say keto diet reduces blood sugar levels.,Insulin resistance aid people with diabet type 2.,Proponents say keto diet aid people with diabet type 2.,0.9742764830589294,0.9388691186904908,3837
1933,1912,1352,Facial tissue helped various people to regain their confidence.,Medical advancement resulted in the reconstruction of face.,Medical advancement helped various people to regain their confidence.,0.9266118407249452,0.950039267539978,3838
1934,1913,862,Higher disposable income helps to have higher living standards.,The concept of taxation helps to reduce the cost of living.,The concept of taxation helps to have higher living standards.,0.9474974870681764,0.9536935091018676,3841
1935,1914,863,I don't like this movie,I don't like this movie,I don't like this movie,0.9271129965782166,0.8953239321708679,3844
1936,1915,1353,Hypoxia is health concerns that can strike when travelling by air.,Experts say people should know about hypoxia.,Experts say people should know about health concerns that can strike when travelling by air.,0.931300401687622,0.970641016960144,3849
1937,1916,864,Employment opportunities allow for a wider range of jobs,Bilinguals have the unique opportunity to learn a wide range of languages,Bilinguals have the unique opportunity to apply for a wider range of jobs,0.8838028907775879,0.9585142135620116,3850
1938,1917,401,Medeo was confused.,Teacher was confused.,Medeo was confused.,0.9039977788925172,0.8911962509155273,3854
